#,Fecha del siniestro,Entidad Federativa,Municipio,Grupo de siniestro,Tipo de siniestro
3034,13-12-2018,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3035,15-12-2018,Guanajuato,San Miguel De Allende,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3036,15-12-2018,México,Huehuetoca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3037,15-12-2018,México,Nezahualcóyotl,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3038,17-12-2018,San Luis Potosí,Villa De Reyes,Grupo I. Cruces a Nivel,Impacto a Tren
3039,18-12-2018,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3040,18-12-2018,Nuevo León,Guadalupe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3041,19-12-2018,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3042,19-12-2018,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3043,19-12-2018,Nuevo León,García,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3044,20-12-2018,Sonora,Benjamín Hill,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3045,20-12-2018,Puebla,Tepeaca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3046,20-12-2018,Nuevo León,García,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3047,20-12-2018,Guanajuato,San Diego De La Unión,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3048,20-12-2018,Querétaro,Querétaro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3049,21-12-2018,Tamaulipas,Río Bravo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3050,21-12-2018,México,Lerma,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3051,22-12-2018,Nuevo León,San Pedro Garza García,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3052,23-12-2018,Nuevo León,Los Ramones,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3053,28-12-2018,Veracruz de Ignacio de la Llave,Emiliano Zapata,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3054,27-12-2018,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3055,27-12-2018,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Impacto a Tren
3056,29-12-2018,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Impacto a Tren
3057,21-12-2018,Nuevo León,Anáhuac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3058,29-12-2018,Veracruz de Ignacio de la Llave,Tezonapa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3059,20-12-2018,Sonora,Culiacán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3060,21-12-2018,Ciudad de México,Azcapotzalco,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3061,15-12-2018,México,Huehuetoca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3062,01-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3063,01-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3064,02-12-2018,Guanajuato,Celaya,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3065,03-12-2018,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3066,03-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3067,04-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3068,05-12-2018,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3069,05-12-2018,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3070,05-12-2018,Ciudad de México,Azcapotzalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3071,07-12-2018,Campeche,Campeche,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3072,07-12-2018,Puebla,Chalchicomula De Sesma,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3073,07-12-2018,Yucatán,Mérida,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3074,08-12-2018,Tamaulipas,Camargo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3075,08-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3076,09-12-2018,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3077,11-12-2018,San Luis Potosí,Villa De Reyes,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3078,12-12-2018,Oaxaca,Matías Romero Avendaño,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3079,14-12-2018,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3080,14-12-2018,Nuevo León,Pesquería,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3081,14-12-2018,Durango,Cuencamé,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3082,15-12-2018,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3083,17-12-2018,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3084,17-12-2018,Michoacán de Ocampo,Lázaro Cárdenas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3085,17-12-2018,Tabasco,Balancán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3086,19-12-2018,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3087,19-12-2018,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3088,19-12-2018,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3089,19-12-2018,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3090,20-12-2018,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3091,20-12-2018,Nuevo León,Apodaca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3092,21-12-2018,Michoacán de Ocampo,Lázaro Cárdenas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3093,23-12-2018,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3094,23-12-2018,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3095,23-12-2018,Tabasco,Balancán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3096,23-12-2018,Chiapas,La Libertad,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3097,27-12-2018,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3098,30-12-2018,Coahuila de Zaragoza,Ramos Arizpe,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3099,31-12-2018,Veracruz de Ignacio de la Llave,Las Vigas De Ramírez,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3100,31-12-2018,Campeche,Campeche,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3101,30-10-2018,Guanajuato,Irapuato,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3102,30-10-2018,Guanajuato,Irapuato,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3103,01-02-2018,México,Cuautitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Confinamiento dañado
3104,09-04-2018,México,Tultitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Equipo en Mal Estado
3105,26-04-2018,México,Tlalneplantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Pérdida de Energía en Catenaria
3106,28-06-2018,Ciudad de México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3107,04-10-2018,Ciudad de México,Azcapotzalco,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3108,22-12-2018,México,Tlalneplantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Equipo en Mal Estado
3109,02-01-2018,México,Sin Km,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3110,05-01-2018,México,Sin Km,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3111,01-02-2018,México,Sin Km,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3112,03-02-2018,Ciudad de México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
3113,26-02-2018,México,Azcapotzalco,"Grupo III. Muerte, lesión y otros",Accidente Personal Ferroviario
3114,26-02-2018,México,Sin Km,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3115,28-02-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
3116,03-03-2018,México,Sin Km,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3117,11-03-2018,Ciudad de México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
3118,28-03-2018,Ciudad de México,Sin Registro,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3119,04-04-2018,México,Sin Registro,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3120,06-04-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3121,06-04-2018,México,Tultitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3122,29-04-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3123,25-05-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
3124,27-07-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3125,27-10-2018,México,Tlalneplantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Equipo en Mal Estado
3126,04-12-2018,México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Equipo en Mal Estado
3127,21-12-2018,Ciudad de México,Sin Registro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
3128,12-01-2019,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3129,21-01-2019,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3130,01-01-2019,Jalisco,La Barca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3131,02-01-2019,Guanajuato,Celaya,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3132,03-01-2019,México,Tultitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3133,03-01-2019,México,Tultitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3134,03-01-2019,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3135,03-01-2019,México,Teotihuacán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3136,03-01-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3137,03-01-2019,México,Tlalnepantla De Baz,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3138,04-01-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3139,05-01-2019,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3140,05-01-2019,Querétaro,San Juan Del Río,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3141,05-01-2019,Hidalgo,Atitalaquia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3142,06-01-2019,Hidalgo,Tula De Allende,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3143,06-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3144,07-01-2019,Nuevo León,Salinas Victoria,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3145,07-01-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3146,07-01-2019,Sinaloa,Navojoa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3147,08-01-2019,Guanajuato,León,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3148,09-01-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3149,09-01-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3150,09-01-2019,Guanajuato,Purísima Del Rincón,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3151,09-01-2019,Jalisco,Guadalajara,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3152,10-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3153,10-01-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3154,10-01-2019,Tabasco,Balancán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3155,10-01-2019,Jalisco,Guadalajara,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3156,11-01-2019,Coahuila de Zaragoza,Frontera,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3157,12-01-2019,Jalisco,Encarnación De Díaz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3158,12-01-2019,Nuevo León,Guadalupe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3159,12-01-2019,San Luis Potosí,Rayón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3160,12-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3161,13-01-2019,San Luis Potosí,San Luis Potosí,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3162,13-01-2019,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3163,13-01-2019,México,Cuautitlán Izcalli,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3164,13-01-2019,Jalisco,Lagos De Moreno,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3165,13-01-2019,Sonora,Guaymas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3166,14-01-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3167,14-01-2019,Veracruz de Ignacio de la Llave,Puente Nacional,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3168,14-01-2019,Coahuila de Zaragoza,Ramos Arizpe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3169,15-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3170,15-01-2019,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3171,15-01-2019,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3172,15-01-2019,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3173,15-01-2019,Coahuila de Zaragoza,Ramos Arizpe,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3174,15-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3175,16-01-2019,San Luis Potosí,San Luis Potosí,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3176,16-01-2019,Sonora,Hermosillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3177,16-01-2019,Coahuila de Zaragoza,Nava,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3178,17-01-2019,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Impacto a Tren
3179,17-01-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3180,17-01-2019,Sonora,Carbó,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3181,17-01-2019,Coahuila de Zaragoza,Francisco I. Madero,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3182,17-01-2019,Tamaulipas,Victoria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3183,19-01-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Impacto a Tren
3184,19-01-2019,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3185,19-01-2019,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3186,19-01-2019,Sinaloa,El Fuerte,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3187,19-01-2019,Sinaloa,El Fuerte,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3188,19-01-2019,Nuevo León,Montemorelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3189,20-01-2019,Coahuila de Zaragoza,Ramos Arizpe,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3190,20-01-2019,Querétaro,Pedro Escobedo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3191,20-01-2019,Tlaxcala,Santa Isabel Xiloxoxtla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3192,20-01-2019,Sinaloa,Guasave,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3193,21-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3194,21-01-2019,Tamaulipas,Matamoros,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3195,21-01-2019,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3196,21-01-2019,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3197,21-01-2019,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3198,21-01-2019,Chihuahua,Cuauhtémoc,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3199,21-01-2019,Coahuila de Zaragoza,Sabinas,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3200,22-01-2019,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3201,22-01-2019,San Luis Potosí,Mexquitic De Carmona,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3202,23-01-2019,Nuevo León,Monterrey,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3203,23-01-2019,Coahuila de Zaragoza,San Pedro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3204,24-01-2019,Puebla,Cañada Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3205,24-01-2019,Querétaro,San Juan Del Río,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3206,24-01-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3207,24-01-2019,Chihuahua,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3208,24-01-2019,Chihuahua,Urique,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3209,24-01-2019,Chihuahua,Cuauhtémoc,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3210,25-01-2019,México,Nezahualcóyotl,Grupo I. Cruces a Nivel,Impacto a Tren
3211,25-01-2019,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3212,25-01-2019,Campeche,Candelaria,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3213,25-01-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3214,26-01-2019,Veracruz de Ignacio de la Llave,Las Choapas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3215,27-01-2019,Yucatán,Tunkás,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3216,27-01-2019,Colima,Coquimatlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3217,27-01-2019,Zacatecas,Guadalupe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3218,28-01-2019,Tamaulipas,Matamoros,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3219,28-01-2019,Coahuila de Zaragoza,Saltillo,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
3220,29-01-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3221,29-01-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3222,29-01-2019,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3223,29-01-2019,Sonora,Empalme,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3224,29-01-2019,Chihuahua,Cuauhtémoc,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3225,29-01-2019,Chihuahua,Delicias,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3226,30-01-2019,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3227,30-01-2019,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3228,30-01-2019,Tamaulipas,Hidalgo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3229,30-01-2019,Campeche,Campeche,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3230,31-01-2019,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3231,31-01-2019,Aguascalientes,San Francisco De Los Romo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3232,31-01-2019,Veracruz de Ignacio de la Llave,Las Vigas De Ramírez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3233,31-01-2019,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3234,31-01-2019,Veracruz de Ignacio de la Llave,Córdoba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3235,31-01-2019,Coahuila de Zaragoza,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3236,01-02-2019,Coahuila de Zaragoza,San Pedro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3237,01-02-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3238,01-02-2019,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3239,01-02-2019,Hidalgo,Apan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3240,01-02-2019,Nayarit,Tepic,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3241,02-02-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3242,02-02-2019,Jalisco,Tlajomulco De Zúñiga,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3243,02-02-2019,Colima,Colima,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3244,02-02-2019,Hidalgo,Nopala De Villagrán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3245,03-02-2019,Chiapas,Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3246,03-02-2019,Sinaloa,Mazatlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3247,03-02-2019,Chihuahua,Riva Palacio,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3248,04-02-2019,Michoacán de Ocampo,Maravatío,"GRUPO II. Equipo ferroviario, infraestructura y operación",Equipo en Mal Estado
3249,05-02-2019,Tamaulipas,Río Bravo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3250,05-02-2019,México,Otumba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3251,05-02-2019,Chihuahua,Chihuahua,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3252,05-02-2019,Tamaulipas,Reynosa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3253,06-02-2019,Campeche,Escárcega,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3254,06-02-2019,Aguascalientes,Aguascalientes,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3255,06-02-2019,Sonora,Imuris,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3256,07-02-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3257,07-02-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3258,07-02-2019,Chihuahua,Delicias,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3259,07-02-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3260,08-02-2019,Yucatán,Tixpéhual,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3261,08-02-2019,Jalisco,Lagos De Moreno,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3262,08-02-2019,Colima,Armería,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3263,08-02-2019,Coahuila de Zaragoza,Castaños,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3264,08-02-2019,Sonora,Nogales,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3265,08-02-2019,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3266,09-02-2019,Yucatán,Tixkokob,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3267,10-02-2019,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3268,10-02-2019,Sonora,Cajeme,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3269,10-02-2019,San Luis Potosí,Villa De Reyes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3270,11-02-2019,Puebla,Puebla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3271,11-02-2019,Tlaxcala,Santa Cruz Tlaxcala,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3272,11-02-2019,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3273,12-02-2019,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Grupo I. Cruces a Nivel,Impacto a Tren
3274,12-02-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3275,12-02-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3276,12-02-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
